AeroDyn airfoil file Created with QBlade CE v 2.0.6.4_beta windows on 22.05.2024 at 06:24:18 Compatible with AeroDyn v13.0.
Polar "AH_93-W-300_Re1.000_M0.00_N9.0" on Foil "AH 93-W-300" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
16.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.95          Angle of attack for zero Cn for linear Cn curve (deg)
7.30354        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8529        Cn at stall value for positive angle of attack for linear Cn curve
-0.9025        Cn at stall value for negative angle of attack for linear Cn curve
-3.50          Angle of attack for minimum CD (deg)
0.0101         Minimum CD value
   -15.000 -1.105400  0.041810 -0.048800
   -14.500 -1.115700  0.037460 -0.046300
   -14.000 -1.081700  0.032950 -0.051400
   -13.500 -1.045800  0.028000 -0.058100
   -13.000 -1.025100  0.025560 -0.057200
   -12.500 -1.018000  0.022110 -0.056000
   -12.000 -0.998900  0.019420 -0.055400
   -11.500 -0.963700  0.017850 -0.055200
   -11.000 -0.944500  0.015320 -0.054100
   -10.500 -0.915300  0.013890 -0.052800
   -10.000 -0.863700  0.013270 -0.053700
    -9.500 -0.813800  0.012440 -0.054400
    -9.000 -0.757500  0.011940 -0.055400
    -8.500 -0.697600  0.011750 -0.056500
    -8.000 -0.638700  0.011260 -0.057900
    -7.500 -0.578100  0.011000 -0.059200
    -7.000 -0.515000  0.010840 -0.060700
    -6.500 -0.453000  0.010760 -0.062000
    -6.000 -0.389600  0.010440 -0.063800
    -5.500 -0.326700  0.010350 -0.065300
    -5.000 -0.262200  0.010290 -0.066900
    -4.500 -0.199100  0.010350 -0.068200
    -4.000 -0.134600  0.010140 -0.070000
    -3.500 -0.071000  0.010110 -0.071500
    -3.000 -0.006900  0.010130 -0.073000
    -2.500  0.057200  0.010190 -0.074400
    -2.000  0.119700  0.010280 -0.075600
    -1.500  0.185000  0.010180 -0.077400
    -1.000  0.248400  0.010250 -0.078700
    -0.500  0.310400  0.010430 -0.079800
     0.000  0.374700  0.010490 -0.081200
     0.500  0.437300  0.010560 -0.082300
     1.000  0.498000  0.010750 -0.083200
     1.500  0.561700  0.010790 -0.084500
     2.000  0.623000  0.010970 -0.085400
     2.500  0.680600  0.011320 -0.085600
     3.000  0.742800  0.011370 -0.086700
     3.500  0.802300  0.011560 -0.087300
     4.000  0.856800  0.011950 -0.087000
     4.500  0.915900  0.012140 -0.087400
     5.000  0.971000  0.012460 -0.087200
     5.500  1.019500  0.012910 -0.085900
     6.000  1.072900  0.013160 -0.085400
     6.500  1.114900  0.013550 -0.082800
     7.000  1.150400  0.014290 -0.079300
     7.500  1.198000  0.014830 -0.078000
     8.000  1.240100  0.015580 -0.076100
     8.500  1.273900  0.016720 -0.073300
     9.000  1.318000  0.017500 -0.072000
     9.500  1.351500  0.018860 -0.069700
    10.000  1.381000  0.020550 -0.067200
    10.500  1.418300  0.021930 -0.065900
    11.000  1.440300  0.024270 -0.063500
    11.500  1.463100  0.026770 -0.061500
    12.000  1.490700  0.029080 -0.060200
    12.500  1.504700  0.032540 -0.058400
    13.000  1.514600  0.036530 -0.056800
    13.500  1.536300  0.039660 -0.056000
    14.000  1.548100  0.043660 -0.055000
    14.500  1.546000  0.049080 -0.053900
    15.000  1.539200  0.055260 -0.053100
    15.500  1.556600  0.059180 -0.053000
    16.000  1.560500  0.064600 -0.053000
    17.000  1.533700  0.079240 -0.053700
    18.000  1.529900  0.091300 -0.055100
    18.500  1.532700  0.096980 -0.056200
    19.000  1.515300  0.105220 -0.058000
    19.500  1.488800  0.114710 -0.060600
    20.000  1.496200  0.119900 -0.062200
    20.500  1.491100  0.126640 -0.064500
    21.000  1.491000  0.131900 -0.065600
    21.500  1.465800  0.140510 -0.068800
    22.000  1.460900  0.147270 -0.072300
    22.500  1.468600  0.151880 -0.075300
    23.000  1.467000  0.157900 -0.079100
    23.500  1.477600  0.162410 -0.082200
    24.000  1.463100  0.170820 -0.087400
    24.500  1.459000  0.177970 -0.092000
    25.000  1.461700  0.184140 -0.096000
    25.500  1.456400  0.192010 -0.100900
    26.000  1.467100  0.197190 -0.104400
    26.500  1.474300  0.203050 -0.108300
    27.000  1.460200  0.213100 -0.114300
    27.500  1.465200  0.219600 -0.118500
    28.000  1.470200  0.226130 -0.122800
    28.500  1.440600  0.240260 -0.130600
    29.000  1.445600  0.247040 -0.134800
    29.500  1.444300  0.255350 -0.139600
    30.000  1.404600  0.273430 -0.148600
