DU 99-W-405
 0.99660     0.00470
 0.98960     0.00690
 0.98230     0.00920
 0.97480     0.01150
 0.96710     0.01400
 0.95900     0.01660
 0.95070     0.01930
 0.94220     0.02200
 0.93330     0.02490
 0.92430     0.02780
 0.91490     0.03090
 0.90530     0.03410
 0.89540     0.03740
 0.88530     0.04080
 0.87490     0.04430
 0.86420     0.04800
 0.85330     0.05180
 0.84220     0.05570
 0.83070     0.05970
 0.81900     0.06390
 0.80710     0.06810
 0.79480     0.07250
 0.78230     0.07700
 0.76960     0.08150
 0.75660     0.08620
 0.74330     0.09090
 0.73000     0.09570
 0.71670     0.10050
 0.70330     0.10520
 0.69000     0.11000
 0.67670     0.11470
 0.66330     0.11930
 0.65000     0.12400
 0.63670     0.12850
 0.62330     0.13300
 0.61000     0.13750
 0.59670     0.14190
 0.58330     0.14620
 0.57000     0.15050
 0.55670     0.15460
 0.54330     0.15860
 0.53000     0.16250
 0.51670     0.16620
 0.50330     0.16980
 0.49000     0.17320
 0.47670     0.17650
 0.46330     0.17960
 0.45000     0.18250
 0.43670     0.18520
 0.42330     0.18770
 0.41000     0.19000
 0.39670     0.19210
 0.38330     0.19400
 0.37000     0.19560
 0.35670     0.19710
 0.34330     0.19830
 0.33000     0.19920
 0.31670     0.19990
 0.30330     0.20030
 0.29000     0.20040
 0.27670     0.20020
 0.26330     0.19980
 0.25000     0.19890
 0.23690     0.19780
 0.22420     0.19640
 0.21180     0.19460
 0.19980     0.19260
 0.18820     0.19020
 0.17680     0.18750
 0.16590     0.18460
 0.15530     0.18140
 0.14500     0.17790
 0.13510     0.17420
 0.12550     0.17020
 0.11630     0.16600
 0.10750     0.16150
 0.09890     0.15690
 0.09080     0.15200
 0.08300     0.14690
 0.07550     0.14160
 0.06840     0.13620
 0.06160     0.13050
 0.05520     0.12470
 0.04920     0.11870
 0.04350     0.11250
 0.03810     0.10620
 0.03310     0.09980
 0.02850     0.09320
 0.02420     0.08650
 0.02020     0.07970
 0.01660     0.07280
 0.01340     0.06570
 0.01050     0.05860
 0.00790     0.05150
 0.00570     0.04410
 0.00390     0.03580
 0.00240     0.02590
 0.00120     0.01670
 0.00040     0.00940
 0.00000     0.00000
 0.00040    -0.00970
 0.00120    -0.01740
 0.00240    -0.02620
 0.00390    -0.03490
 0.00570    -0.04280
 0.00790    -0.05010
 0.01050    -0.05720
 0.01340    -0.06430
 0.01660    -0.07130
 0.02020    -0.07810
 0.02420    -0.08480
 0.02850    -0.09140
 0.03310    -0.09790
 0.03810    -0.10430
 0.04350    -0.11060
 0.04920    -0.11680
 0.05520    -0.12290
 0.06160    -0.12890
 0.06840    -0.13470
 0.07550    -0.14030
 0.08300    -0.14580
 0.09080    -0.15110
 0.09890    -0.15620
 0.10750    -0.16110
 0.11630    -0.16580
 0.12550    -0.17030
 0.13510    -0.17460
 0.14500    -0.17860
 0.15530    -0.18240
 0.16590    -0.18600
 0.17680    -0.18930
 0.18820    -0.19230
 0.19980    -0.19500
 0.21180    -0.19740
 0.22420    -0.19950
 0.23690    -0.20130
 0.25000    -0.20270
 0.26330    -0.20370
 0.27670    -0.20440
 0.29000    -0.20460
 0.30330    -0.20450
 0.31670    -0.20400
 0.33000    -0.20310
 0.34330    -0.20190
 0.35670    -0.20040
 0.37000    -0.19860
 0.38330    -0.19640
 0.39670    -0.19380
 0.41000    -0.19100
 0.42330    -0.18780
 0.43670    -0.18440
 0.45000    -0.18050
 0.46330    -0.17640
 0.47670    -0.17190
 0.49000    -0.16720
 0.50330    -0.16210
 0.51670    -0.15670
 0.53000    -0.15110
 0.54330    -0.14530
 0.55670    -0.13930
 0.57000    -0.13320
 0.58330    -0.12690
 0.59670    -0.12050
 0.61000    -0.11410
 0.62330    -0.10760
 0.63670    -0.10100
 0.65000    -0.09450
 0.66330    -0.08810
 0.67670    -0.08160
 0.69000    -0.07530
 0.70330    -0.06900
 0.71670    -0.06290
 0.73000    -0.05690
 0.74330    -0.05100
 0.75660    -0.04540
 0.76960    -0.04010
 0.78230    -0.03520
 0.79480    -0.03050
 0.80710    -0.02620
 0.81900    -0.02230
 0.83070    -0.01870
 0.84220    -0.01540
 0.85330    -0.01250
 0.86420    -0.00990
 0.87490    -0.00760
 0.88530    -0.00560
 0.89540    -0.00390
 0.90530    -0.00250
 0.91490    -0.00130
 0.92430    -0.00040
 0.93330     0.00030
 0.94220     0.00070
 0.95070     0.00090
 0.95900     0.00080
 0.96710     0.00050
 0.97480    -0.00010
 0.98230    -0.00080
 0.98960    -0.00180
 0.99660    -0.00300
