DU 97-W-300
 0.99660     0.00340
 0.98960     0.00540
 0.98230     0.00740
 0.97480     0.00950
 0.96710     0.01160
 0.95900     0.01370
 0.95070     0.01590
 0.94220     0.01810
 0.93330     0.02040
 0.92430     0.02270
 0.91490     0.02510
 0.90530     0.02750
 0.89540     0.03000
 0.88530     0.03250
 0.87490     0.03520
 0.86420     0.03780
 0.85330     0.04060
 0.84220     0.04340
 0.83070     0.04620
 0.81900     0.04910
 0.80710     0.05210
 0.79480     0.05510
 0.78230     0.05810
 0.76960     0.06120
 0.75660     0.06430
 0.74330     0.06750
 0.73000     0.07060
 0.71670     0.07370
 0.70330     0.07680
 0.69000     0.07980
 0.67670     0.08280
 0.66330     0.08570
 0.65000     0.08860
 0.63670     0.09150
 0.62330     0.09430
 0.61000     0.09700
 0.59670     0.09970
 0.58330     0.10230
 0.57000     0.10490
 0.55670     0.10730
 0.54330     0.10970
 0.53000     0.11210
 0.51670     0.11430
 0.50330     0.11650
 0.49000     0.11850
 0.47670     0.12050
 0.46330     0.12240
 0.45000     0.12420
 0.43670     0.12580
 0.42330     0.12730
 0.41000     0.12870
 0.39670     0.13000
 0.38330     0.13110
 0.37000     0.13210
 0.35670     0.13290
 0.34330     0.13350
 0.33000     0.13400
 0.31670     0.13420
 0.30330     0.13420
 0.29000     0.13400
 0.27670     0.13350
 0.26330     0.13280
 0.25000     0.13170
 0.23690     0.13040
 0.22420     0.12870
 0.21180     0.12670
 0.19980     0.12440
 0.18820     0.12200
 0.17680     0.11930
 0.16590     0.11640
 0.15530     0.11340
 0.14500     0.11020
 0.13510     0.10690
 0.12550     0.10350
 0.11630     0.09990
 0.10750     0.09630
 0.09890     0.09250
 0.09080     0.08870
 0.08300     0.08480
 0.07550     0.08080
 0.06840     0.07680
 0.06160     0.07270
 0.05520     0.06870
 0.04920     0.06450
 0.04350     0.06040
 0.03810     0.05630
 0.03310     0.05220
 0.02850     0.04810
 0.02420     0.04400
 0.02020     0.04000
 0.01660     0.03600
 0.01340     0.03210
 0.01050     0.02830
 0.00790     0.02450
 0.00570     0.02080
 0.00390     0.01730
 0.00240     0.01370
 0.00120     0.01010
 0.00040     0.00610
 0.00000     0.00000
 0.00040    -0.00600
 0.00120    -0.01020
 0.00240    -0.01410
 0.00390    -0.01810
 0.00570    -0.02220
 0.00790    -0.02630
 0.01050    -0.03050
 0.01340    -0.03480
 0.01660    -0.03930
 0.02020    -0.04380
 0.02420    -0.04850
 0.02850    -0.05330
 0.03310    -0.05810
 0.03810    -0.06310
 0.04350    -0.06810
 0.04920    -0.07320
 0.05520    -0.07830
 0.06160    -0.08340
 0.06840    -0.08860
 0.07550    -0.09380
 0.08300    -0.09900
 0.09080    -0.10410
 0.09890    -0.10920
 0.10750    -0.11430
 0.11630    -0.11920
 0.12550    -0.12410
 0.13510    -0.12890
 0.14500    -0.13350
 0.15530    -0.13800
 0.16590    -0.14230
 0.17680    -0.14630
 0.18820    -0.15020
 0.19980    -0.15370
 0.21180    -0.15690
 0.22420    -0.15980
 0.23690    -0.16210
 0.25000    -0.16400
 0.26330    -0.16530
 0.27670    -0.16590
 0.29000    -0.16600
 0.30330    -0.16550
 0.31670    -0.16440
 0.33000    -0.16290
 0.34330    -0.16090
 0.35670    -0.15860
 0.37000    -0.15580
 0.38330    -0.15270
 0.39670    -0.14930
 0.41000    -0.14570
 0.42330    -0.14180
 0.43670    -0.13770
 0.45000    -0.13350
 0.46330    -0.12910
 0.47670    -0.12460
 0.49000    -0.11990
 0.50330    -0.11520
 0.51670    -0.11040
 0.53000    -0.10560
 0.54330    -0.10060
 0.55670    -0.09570
 0.57000    -0.09070
 0.58330    -0.08570
 0.59670    -0.08070
 0.61000    -0.07570
 0.62330    -0.07070
 0.63670    -0.06570
 0.65000    -0.06080
 0.66330    -0.05590
 0.67670    -0.05110
 0.69000    -0.04630
 0.70330    -0.04160
 0.71670    -0.03700
 0.73000    -0.03260
 0.74330    -0.02820
 0.75660    -0.02400
 0.76960    -0.02010
 0.78230    -0.01650
 0.79480    -0.01310
 0.80710    -0.01000
 0.81900    -0.00720
 0.83070    -0.00460
 0.84220    -0.00240
 0.85330    -0.00040
 0.86420     0.00130
 0.87490     0.00280
 0.88530     0.00400
 0.89540     0.00490
 0.90530     0.00560
 0.91490     0.00600
 0.92430     0.00620
 0.93330     0.00620
 0.94220     0.00600
 0.95070     0.00560
 0.95900     0.00490
 0.96710     0.00400
 0.97480     0.00290
 0.98230     0.00160
 0.98960     0.00010
 0.99660    -0.00160
